,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Shower
156,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True
157,True,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
158,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True
159,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
160,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True
161,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
162,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
163,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
164,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True
165,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True
166,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
167,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
168,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
169,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True
170,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
171,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
172,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True
173,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True
174,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
175,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
176,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
177,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
178,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
179,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
180,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
181,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
182,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
183,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,True
185,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False
186,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
187,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
188,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True
189,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True
190,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
191,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
192,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True
193,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
194,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
195,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True
196,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
197,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
198,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
199,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
200,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True
201,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True
202,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
203,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
204,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
205,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True
206,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
207,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
208,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True
209,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,True
210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
211,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
212,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
213,False,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
214,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
215,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True
216,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True
217,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
218,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
219,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
220,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
221,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
222,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
223,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
224,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True
225,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
226,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
227,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
228,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
229,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True
230,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
231,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True
232,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
234,True,True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
235,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True
236,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
237,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True
238,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
239,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
240,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True
241,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
242,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
243,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
244,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,True
245,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True
246,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True
247,True,False,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
248,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True
249,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
250,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
251,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
252,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
253,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True
254,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True
255,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True
256,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True
257,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
258,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True
259,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True
260,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
261,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
262,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True
263,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True
264,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
265,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True
266,False,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
267,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
268,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
269,True,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
270,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
271,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True
272,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True
273,True,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
274,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True
275,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False
276,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
277,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True
278,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True
279,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
280,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
281,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
282,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True
283,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True
284,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
285,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True
286,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False
287,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True
288,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True
289,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True
290,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True
291,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
292,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
293,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True
294,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
295,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
297,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True
298,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True
299,True,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True
300,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
301,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
302,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
303,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
304,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True
305,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
306,True,True,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
307,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
308,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
309,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
310,True,True,False,False,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
311,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
312,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
313,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True
314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
